Abstract ID,Presentation day,Poster number,Poster title,Primary,Secondary
3297,Wednesday ,W429,An fMRI investigation of gait disturbances in diabetic peripheral neuropathy,Imaging Methods,BOLD fMRI 
3298,Wednesday ,W430,Spatial ICA analysis of functional networks modulated by sensory  stimuli of different modalities,Imaging Methods,BOLD fMRI 
3316,Wednesday ,W431,Reliability of brain response to natural stimuli: robustness in representing individual difference,Imaging Methods,BOLD fMRI 
3327,Wednesday ,W432,Feedforward and feedback pathways of human somatosensory system during pain and touch processing,Imaging Methods,BOLD fMRI 
3377,Wednesday ,W433,Investigating the Spatiotemporal Properties of the Hemodynamic Response to Hypercapnia,Imaging Methods,BOLD fMRI 
3387,Wednesday ,W434,Impaired cognitive performance under psycho-social stress in cannabis dependence,Imaging Methods,BOLD fMRI 
3392,Wednesday ,W435,Segmental Degree Centrality in Resting-State Functional MRI,Imaging Methods,BOLD fMRI 
3393,Wednesday ,W436,The Functional Connectivity of Dorsolateral Subthalamic nucleus and its Reliability,Imaging Methods,BOLD fMRI 
3396,Wednesday ,W437,Early visual exposure is necessary for future specialization of the fusiform face area in the blind,Imaging Methods,BOLD fMRI 
3403,Wednesday ,W438,Neural impact of native language literacy during speech processing of non-native language,Imaging Methods,BOLD fMRI 
3410,Wednesday ,W439,FMRI decoding using convolutional neural networks,Imaging Methods,BOLD fMRI 
3412,Wednesday ,W440,Decoding adult ADHD in space and time with combined fMRI and EEG,Imaging Methods,BOLD fMRI 
3437,Wednesday ,W441,Cerebral Activities during Air Inhalation through Mouth Using fMRI,Imaging Methods,BOLD fMRI 
3440,Wednesday ,W442,The benefit of macro-anatomical alignment for fMRI-based imaging genetics,Imaging Methods,BOLD fMRI 
3502,Wednesday ,W443,Neural correlates of enhanced response inhibition under stress,Imaging Methods,BOLD fMRI 
3510,Wednesday ,W444,A resting state fMRI study on pain threshold,Imaging Methods,BOLD fMRI 
3537,Wednesday ,W445,Breath Hold Challenges in fMRI: Methodological Issues in Modelling BOLD Signal Changes,Imaging Methods,BOLD fMRI 
3558,Wednesday ,W446,Neural representations underlying mental imagery as unveiled by representation similarity analysis,Imaging Methods,BOLD fMRI 
3580,Wednesday ,W447,Disrupted resting-state effective connectivity of the thalamus in schizophrenic patients,Imaging Methods,BOLD fMRI 
3599,Wednesday ,W448,Filling the gap: mapping the facial homunculus in one-handed individuals and controls,Imaging Methods,BOLD fMRI 
3672,Wednesday ,W449,Respiratory modulation of cardiovascular pulsations enables heterodyne mapping of the brain,Imaging Methods,BOLD fMRI 
3690,Wednesday ,W450,Notizia dell'AFNI:  Adapting to future needs in human neuroimaging.,Imaging Methods,BOLD fMRI 
3694,Wednesday ,W451,"Direct Contribution Comparison of Brain Structure and Function on Age, Sex and Treatment Prediction",Imaging Methods,BOLD fMRI 
3737,Wednesday ,W452,Remote effects of gliomas on language activity,Imaging Methods,BOLD fMRI 
3770,Wednesday ,W453,COMT Val158Met influences the functional connectivity of the frontoparietal network at rest,Imaging Methods,BOLD fMRI 
3824,Wednesday ,W454,Brain response to pre-attentive facial expressions in male and female youths with conduct disorder,Imaging Methods,BOLD fMRI 
3903,Wednesday ,W455,Structural and functional connectivity of the anterior cingulate cortex in patients with borderline,Imaging Methods,BOLD fMRI 
3927,Wednesday ,W456,Effects of Highly Purified Cannabidiol (CBD) on fMRI of Working Memory in Epilepsy,Imaging Methods,BOLD fMRI 
3933,Wednesday ,W457,Resting state functional connectivity between brain networks predicts sequence motor learning,Imaging Methods,BOLD fMRI 
3997,Wednesday ,W458,Frequency-dependent competition between task positive and task negative networks in different states,Imaging Methods,BOLD fMRI 
4048,Wednesday ,W459,Human Personality Illegible in Neuroimaging Data,Imaging Methods,BOLD fMRI 
4121,Wednesday ,W460,Comparing synchrony of brain activity evoked by different video clips via inter-subject correlation,Imaging Methods,BOLD fMRI 
4127,Wednesday ,W461,Acupuncture effects on autonomic regulation are point-specific: a human hypothalamic fMRI study,Imaging Methods,BOLD fMRI 
4143,Wednesday ,W462,Simulation and measurement of the effect of tSNR on fMRI scan duration using clinical multiband EPI,Imaging Methods,BOLD fMRI 
4151,Wednesday ,W463,Individual Variability of Functional Connectivity in Resting-State and Naturalistic fMRI Paradigms,Imaging Methods,BOLD fMRI 
4167,Wednesday ,W464,FMRI evidence for broader tuning functions of walking direction signals in older adults,Imaging Methods,BOLD fMRI 
4205,Wednesday ,W465,Vascular reactivity measured with high temporal resolution fMRI in hereditary and sporadic CAA,Imaging Methods,BOLD fMRI 
4227,Wednesday ,W466,Interaction of transitivity and meaning during action observation,Imaging Methods,BOLD fMRI 
4256,Wednesday ,W467,Flexible use of emotional resources in resilient emerging adults â€“ An fMRI study.,Imaging Methods,BOLD fMRI 
4264,Wednesday ,W468,V1 BOLD fluctuations are influenced by global stimulus properties â€“ A high-resolution fMRI study,Imaging Methods,BOLD fMRI 
4291,Wednesday ,W469,A 3T fMRI study of cognitive-emotion modulation in young subjects with and without psychotic risk.,Imaging Methods,BOLD fMRI 
4304,Wednesday ,W470,"Notizia dell'AFNI:  Even easier FMRI QC, with afni_proc.py's automatic HTML review",Imaging Methods,BOLD fMRI 
4330,Wednesday ,W471,Evaluation of different Simultaneous Multi-slice EPI sequences for Siemens scanners,Imaging Methods,BOLD fMRI 
4338,Wednesday ,W472,Depth dependent attentional modulations observed with high temporal resolution BOLD fMRI at 7T,Imaging Methods,BOLD fMRI 
4349,Wednesday ,W473,Network-based fMRI-neurofeedback training applied to sustained attention,Imaging Methods,BOLD fMRI 
4396,Wednesday ,W474,Thalamic activation patterns associated with phasic alertness are task specific,Imaging Methods,BOLD fMRI 
4455,Wednesday ,W475,Task-fMRI: pre-whitening and HRF modeling substantially impair specificity and sensitivity,Imaging Methods,BOLD fMRI 
4509,Wednesday ,W476,Motor imagery and visual neurofeedback to activate the swallowing network,Imaging Methods,BOLD fMRI 
4584,Wednesday ,W477,Estimating laminar neuronal response using a hemodynamic model of depth-dependent BOLD signal,Imaging Methods,BOLD fMRI 
4602,Wednesday ,W478,"Reward, inhibitory control, and BMI in children 9 and 10 years old: Results from the ABCD study.",Imaging Methods,BOLD fMRI 
4607,Wednesday ,W479,Evaluating fMRI-Based Estimation of Eye Movements during Naturalistic Viewing,Imaging Methods,BOLD fMRI 
4614,Wednesday ,W480,Optimized Volume Censoring in Simultaneous Multi-Slice (Multiband) fMRI,Imaging Methods,BOLD fMRI 
4626,Wednesday ,W481,A role for Amygdala-Pallidum pathway in human maternal bonding.,Imaging Methods,BOLD fMRI 
4638,Wednesday ,W482,Understanding the Impact of Childhood Cancer on Resting-State Connectivity and Cognition,Imaging Methods,BOLD fMRI 
4641,Wednesday ,W483,Measuring Dynamic Brain Stability with Resting State fMRI,Imaging Methods,BOLD fMRI 
4647,Wednesday ,W484,Differences in Cognition and BOLD Signal Related to Early Stages of Puberty,Imaging Methods,BOLD fMRI 
4657,Wednesday ,W485,The brainâ€™s hemodynamic response function rapidly changes under acute psychosocial stress,Imaging Methods,BOLD fMRI 
4669,Wednesday ,W486,Self-regulation of large-scale network balance using real-time fMRI neurofeedback,Imaging Methods,BOLD fMRI 
4704,Wednesday ,W487,Differential decoding of negative attention bias in depression with fMRI,Imaging Methods,BOLD fMRI 
4732,Wednesday ,W488,Propagation structures along the principal gradient are related to behavioral measures,Imaging Methods,BOLD fMRI 
4761,Wednesday ,W489,The role of the ascending neuromodulator system on large-scale integration and mental effort,Imaging Methods,BOLD fMRI 
4786,Wednesday ,W490,Multi-echo multiband bold fMRI sequences comparison and optimization,Imaging Methods,BOLD fMRI 
4821,Wednesday ,W491,Evaluation of fMRI data quality metrics,Imaging Methods,BOLD fMRI 
4828,Wednesday ,W492,Fusiform Anatomy and Connectivity Profiles of 3 Social Brain Networks in Autism Spectrum Disorder,Imaging Methods,BOLD fMRI 
4863,Wednesday ,W493,Effects of Sugar on Flavor Nutrient Conditioning in Humans: an fMRI Study,Imaging Methods,BOLD fMRI 
4871,Wednesday ,W494,Task based fMRI and resting state fMRI sequences differentially modulate BOLD signal variability,Imaging Methods,BOLD fMRI 
4899,Wednesday ,W495,Common and distinct processes underlying self-regulation of multiple types of negative affect,Imaging Methods,BOLD fMRI 
4920,Wednesday ,W496,Integrative model of coupled spatial and temporal fMRI responses,Imaging Methods,BOLD fMRI 
4970,Wednesday ,W497,Neural substrates of human facial emotion processing: evidence from an ALE meta-analysis,Imaging Methods,BOLD fMRI 
4992,Wednesday ,W498,Dynamics of Functional Connectivity between Homotopic Regions,Imaging Methods,BOLD fMRI 
4994,Wednesday ,W499,Common Resting State Networks Persist at Frequency bands above 0.1,Imaging Methods,BOLD fMRI 
4995,Wednesday ,W500,Eye selectivity peaks in middle layers of human visual cortex: evidence from 7T fMRI data,Imaging Methods,BOLD fMRI 
5006,Wednesday ,W501,LFP-BOLD coupling across human cortical and sub-cortical regions in naturalistic stimuli,Imaging Methods,BOLD fMRI 
5008,Wednesday ,W502,Effects on fMRI Brain Activation After Neuro Feedback Training of EEG Alpha Rhythm,Imaging Methods,BOLD fMRI 
5019,Wednesday ,W503,Positive affect is inversely related to the salience and emotion network connectivity,Imaging Methods,BOLD fMRI 
5028,Wednesday ,W504,Quantifying arterial CO2 contributions to systemic low-frequency oscillations in resting-state BOLD,Imaging Methods,BOLD fMRI 
5106,Wednesday ,W505,Integration of color and shape into object takes place in early visual cortex,Imaging Methods,BOLD fMRI 
5115,Wednesday ,W506,Peripheral Nervous System Reconstruction Reroutes Cortical Motor Outputâ€”Brain Reorganization,Imaging Methods,BOLD fMRI 
1417,Wednesday ,W507,Omitting nuisance regressors from dual regression can reduce bias toward reproducing spatial priors,Imaging Methods,BOLD fMRI 
1008,Wednesday ,W508,Longitudinal tau-PET uptake and atrophy in atypical Alzheimerâ€™s disease,Imaging Methods,Multi-Modal Imaging  
1210,Wednesday ,W509,Imaging brain function with simultaneous BOLD and viscoelasticity contrast: fMRI/fMRE,Imaging Methods,Multi-Modal Imaging  
1360,Wednesday ,W510,Multimodal Neuroimaging Biosignatures of Perinatally Acquired HIV/early ART in 7-year-old Children,Imaging Methods,Multi-Modal Imaging  
1409,Wednesday ,W511,Relating electrical connectivity to fMRI/DTI,Imaging Methods,Multi-Modal Imaging  
1422,Wednesday ,W512,Pharmacological modulation of simultaneously collected resting state EEG and fMRI signals,Imaging Methods,Multi-Modal Imaging  
1621,Wednesday ,W513,Integration of multi-modal connectomes to predict individual differences in behaviour and cognition,Imaging Methods,Multi-Modal Imaging  
1785,Wednesday ,W514,A â€œmoreâ€ optimal basis set for EEG artifact denoising of EEG-fMRI,Imaging Methods,Multi-Modal Imaging  
1965,Wednesday ,W515,To what extent do alpha rhythm modulations explain hemodynamic activity in the default mode network?,Imaging Methods,Multi-Modal Imaging  
2148,Wednesday ,W516,Comparison of results from simultaneous H2O15-PET and fMRI during galvanic vestibular stimulation,Imaging Methods,Multi-Modal Imaging  
2275,Wednesday ,W517,Brain organization in early adolescence is linked with a physically active lifestyle,Imaging Methods,Multi-Modal Imaging  
2302,Wednesday ,W518,"Extreme novelty seeking associated multimodal reward-circuit shared over drinking, ADHD, depression",Imaging Methods,Multi-Modal Imaging  
2433,Wednesday ,W519,Evaluation of Source Graphical Model Estimation by means of a simultaneous EEG-ECoG experiment,Imaging Methods,Multi-Modal Imaging  
2464,Wednesday ,W520,Pre-sleep functional connectivity within DMN predicts the ability to reach deep sleep in MRI scanner,Imaging Methods,Multi-Modal Imaging  
2496,Wednesday ,W521,Structural and Functional Connectivity predicts Internalizing Symptoms at age 5 in Preterm Infants,Imaging Methods,Multi-Modal Imaging  
2708,Wednesday ,W522,Parcellations of the pgACC improve prediction of local glutamate from whole-brain connectivity,Imaging Methods,Multi-Modal Imaging  
2925,Wednesday ,W523,Fusion of neurostructural features reflecting training-induced changes in innovative decision-making,Imaging Methods,Multi-Modal Imaging  
2990,Wednesday ,W524,Bimodal functional connectome traits of fused concurrent EEG-fMRI,Imaging Methods,Multi-Modal Imaging  
3005,Wednesday ,W525,Virtual reality bimodal neurofeedback paradigm for fMRI/EEG/MEG/fNIRS (live software presentation),Imaging Methods,Multi-Modal Imaging  
3111,Wednesday ,W526,A multimodal pattern of callosal microstructure relates to bilateral somatosensory acuity,Imaging Methods,Multi-Modal Imaging  
3249,Wednesday ,W527,Post-operative shift of ECoG locations in pediatrics,Imaging Methods,Multi-Modal Imaging  
3380,Wednesday ,W528,Fusion analysis of grey matter and white matter in bipolar disorder by multimodal CCA-joint ICA,Imaging Methods,Multi-Modal Imaging  
3703,Wednesday ,W529,Investigating The Relationship Between Cortical Myelination And Oscillatory Dynamics In Vivo,Imaging Methods,Multi-Modal Imaging  
3760,Wednesday ,W530,Glycolysis Coupled with Structural Connectome Reveals Benefit-Risk Balancing in the Human Brain,Imaging Methods,Multi-Modal Imaging  
3813,Wednesday ,W531,Regional cerebral blood flow contributions to the [11C]PBR28 PET signal in chronic pain patients,Imaging Methods,Multi-Modal Imaging  
3852,Wednesday ,W532,Disruption of Functional and Structural Networks In An Animal Model Of Autism Determined By MRI,Imaging Methods,Multi-Modal Imaging  
3958,Wednesday ,W533,Structural-functional integration in the Human Connectome Project sample,Imaging Methods,Multi-Modal Imaging  
4273,Wednesday ,W534,Neural signatures of treatment-induced benefits in apathy and depression amongst people with aphasia,Imaging Methods,Multi-Modal Imaging  
4343,Wednesday ,W535,BrainX3: A Tool forÂ Multi-Modal Data Integration and Visualization,Imaging Methods,Multi-Modal Imaging  
4378,Wednesday ,W536,Longitudinal assessment of relaxation rates during formalin fixation across human-brain fiber tracts,Imaging Methods,Multi-Modal Imaging  
4425,Wednesday ,W537,Assessing data quality during simultaneous EEG-fMRI recording,Imaging Methods,Multi-Modal Imaging  
4429,Wednesday ,W538,Divergent modulations across brain hierarchy feature neuroimaging covariation of behavioral measures,Imaging Methods,Multi-Modal Imaging  
4545,Wednesday ,W539,Multi-modal 7T imaging of the Locus Coeruleus in healthy older adults,Imaging Methods,Multi-Modal Imaging  
4682,Wednesday ,W540,Multimodal Integration of MEG Connectivity and MR Diffusion Data Using Multilayer Network Analyses,Imaging Methods,Multi-Modal Imaging  
5047,Wednesday ,W541,Yale XNAT: HPC Computing Scheduler & Container Integrated Multimodal Analytic Platform,Imaging Methods,Multi-Modal Imaging  
5062,Wednesday ,W542,Functional correlation between mesolimbic network & dopamine transporter density: An fMRI-PET study,Imaging Methods,Multi-Modal Imaging  
1243,Wednesday ,W543,An extended MSM surface registration pipeline to bridge atlases across the MNI and the FS/HCP worlds,Informatics,Brain Atlases
1250,Wednesday ,W544,Diffusion Tensor Imaging White Matter Atlas for the Domestic Feline Brain.,Informatics,Brain Atlases
1291,Wednesday ,W545,The MNI-NOEL 3D Myeloarchitectonic atlas of the human cerebral cortex,Informatics,Brain Atlases
1351,Wednesday ,W546,Functional segrations of human middle temporal gyrus,Informatics,Brain Atlases
1478,Wednesday ,W547,Consensual Atlas of REsting-state Networks: Reconciling differences in brain functional atlases,Informatics,Brain Atlases
1569,Wednesday ,W548,IIT Human Brain Atlas: Enhancement and Evaluation of White Matter Connectome,Informatics,Brain Atlases
1748,Wednesday ,W549,Unbiased Age-Specific Structural Brain Atlases for Chinese Pediatric Population,Informatics,Brain Atlases
1800,Wednesday ,W550,Systematic evaluation of structural T1-weighted brain templates for use in studies on older adults.,Informatics,Brain Atlases
1834,Wednesday ,W551,A high-resolution structural template for studies in older adults: Development and Evaluation,Informatics,Brain Atlases
1876,Wednesday ,W552,Notizia dell'AFNI! AFNI now makes templates from your subjects easily!,Informatics,Brain Atlases
1932,Wednesday ,W553,Inference of an extended short fiber bundle atlas and white matter organization.,Informatics,Brain Atlases
1969,Wednesday ,W554,The Mayo Clinic Adult Lifespan Template (MCALT): Segmentations and Atlases for Older Adult Brains,Informatics,Brain Atlases
2039,Wednesday ,W555,Development of multimodal templates of the older adult brain: T1w and DTI in common space,Informatics,Brain Atlases
2103,Wednesday ,W556,Local optimal transport for functional brain template estimation,Informatics,Brain Atlases
2390,Wednesday ,W557,In-vivo probabilistic structural atlas of human parabrachial and vestibular nuclei complex at 7Tesla,Informatics,Brain Atlases
2476,Wednesday ,W558,Anatomical fiducials for quantifying template creation convergence: application to a 7T dataset,Informatics,Brain Atlases
2510,Wednesday ,W559,A Population MRI-Based Atlas of the cynomolgus macaque,Informatics,Brain Atlases
2839,Wednesday ,W560,Comparison between cytoarchitectonic and MRI based parcellation of the human auditory cortex,Informatics,Brain Atlases
2928,Wednesday ,W561,A probabilistic atlas of the human ventral tegmental area,Informatics,Brain Atlases
3048,Wednesday ,W562,A revised toolbox for combining probabilistic cytoarchitectonic maps and functional imaging data,Informatics,Brain Atlases
3103,Wednesday ,W563,Construction of Volume-Surface Consistent Templates for Infant Brain MRI,Informatics,Brain Atlases
3154,Wednesday ,W564,Superficial white matter dMRI analysis: where are we now?,Informatics,Brain Atlases
3197,Wednesday ,W565,A React-based Neuroimaging Visualisation Library for the Web,Informatics,Brain Atlases
3239,Wednesday ,W566,Assessing multisite reproducibility of parcellation methods using traveling subjects,Informatics,Brain Atlases
3455,Wednesday ,W567,Brain areas associated with basic mathematical operations,Informatics,Brain Atlases
3616,Wednesday ,W568,Human Adolescent Brainnetome Atlas: A New Version for 9 years Old Children,Informatics,Brain Atlases
3950,Wednesday ,W569,Individualized connectivity-based parcellation of the human brain with diffusion tensor imaging,Informatics,Brain Atlases
4578,Wednesday ,W570,High-dimensional dictionary learning on massive fMRI data: multi-scale functional atlases,Informatics,Brain Atlases
4630,Wednesday ,W571,TemplateFlow: a 4D standard space of neuroimaging standard spaces,Informatics,Brain Atlases
4879,Wednesday ,W572,Mechanical Properties of the Human Brain: Development of an MR Elastography Template,Informatics,Brain Atlases
5087,Wednesday ,W573,The Application of Human Brainnetome Atlas in Mental Disorder focus on Insula,Informatics,Brain Atlases
1274,Wednesday ,W574,Open research: linking the bits and pieces with OpenAIRE-connect,Informatics,Databasing and Data Sharing
1275,Wednesday ,W575,The best of both worlds: using semantic web with JSON-LD. An example with NIDM-Results & Datalad,Informatics,Databasing and Data Sharing
1494,Wednesday ,W576,A large open-source dataset of acute stroke MRIs and related automated lesion segmentation algorithm,Informatics,Databasing and Data Sharing
1728,Wednesday ,W577,Introducing a Brain MRI and Cognitive Dataset: Iranian Brain Imaging Database,Informatics,Databasing and Data Sharing
1860,Wednesday ,W578,A new repository to share Brain Tumour data:  European Network for Brain Imaging of Tumours,Informatics,Databasing and Data Sharing
1935,Wednesday ,W579,Quantity and Quality: Normative Open-Access Neuroimaging Databases,Informatics,Databasing and Data Sharing
1953,Wednesday ,W580,Harmonising white matter hyperintensities measures across studies: impact of BIANCA training options,Informatics,Databasing and Data Sharing
2094,Wednesday ,W581,BIDScoin: an easy toolkit to convert your data according to the Brains Imaging Data Standard (BIDS),Informatics,Databasing and Data Sharing
2209,Wednesday ,W582,Detecting and harmonizing scanner differences in the ABCD study,Informatics,Databasing and Data Sharing
2325,Wednesday ,W583,Sharing and visualization of BIDS electrophysiology data via the LORIS multi-modal platform,Informatics,Databasing and Data Sharing
2372,Wednesday ,W584,The Canadian Open Neuroscience Platform (CONP) Ethics & Governance Framework,Informatics,Databasing and Data Sharing
2898,Wednesday ,W585,Functional specialization in human cognition: a large-scale neuroimaging initiative,Informatics,Databasing and Data Sharing
3144,Wednesday ,W586,Distributions of image quality metrics in MRIQC Web-API,Informatics,Databasing and Data Sharing
3226,Wednesday ,W587,Constructing an Ontology of Neuroscience Experiments for the Neuroimaging Data Model (NIDM),Informatics,Databasing and Data Sharing
3426,Wednesday ,W588,One thing to bind them all: A complete RAW data structure for auto-generation of BIDS datasets,Informatics,Databasing and Data Sharing
3681,Wednesday ,W589,"R3BRAIN: an open brain imaging resources for reliability, reproducibility and replicability",Informatics,Databasing and Data Sharing
3747,Wednesday ,W590,Federated Learning in Distributed Databases: Meta-Analysis of Large-Scale Subcortical Brain Data,Informatics,Databasing and Data Sharing
3957,Wednesday ,W591,SweetData: a versatile open-source tool for lab data management and validation,Informatics,Databasing and Data Sharing
4366,Wednesday ,W592,"Orchestrating cloud networks for discoverable, accessible, interoperable, and reusable neuroscience",Informatics,Databasing and Data Sharing
4394,Wednesday ,W593,Open Science Identifier,Informatics,Databasing and Data Sharing
4495,Wednesday ,W594,The LORIS Open-Science Biobank Module: An Integrative Approach to Digital Biorepositories,Informatics,Databasing and Data Sharing
4594,Wednesday ,W595,"NIH Funded NITRCâ€™s Triad of Services: Software, Data, Compute",Informatics,Databasing and Data Sharing
1173,Wednesday ,W596,PyParadigm - A Python library to create paradigms,Informatics,Informatics Other
2253,Wednesday ,W597,"Nideconv: a Python package for hierarchical, Bayesian linear deconvolution of neural signals",Informatics,Informatics Other
2538,Wednesday ,W598,An open source GUI toolbox for EEG-fMRI fusion analysis,Informatics,Informatics Other
3300,Wednesday ,W599,Neuroscout: a cloud-based platform for flexible re-analysis of naturalistic fMRI datasets,Informatics,Informatics Other
3555,Wednesday ,W600,Mask_explorer and movement_info: User friendly tools for fMRI quality control,Informatics,Informatics Other
3974,Wednesday ,W601,Tools for FAIR Neuroimaging Experiment Metadata Annotation with NIDM Experiment,Informatics,Informatics Other
4138,Wednesday ,W602,NiMARE: Neuroimaging Meta-Analysis Research Environment,Informatics,Informatics Other
4355,Wednesday ,W603,Connectome consistency: how reliable is my connectome based analysis in structure and function?,Informatics,Informatics Other
4639,Wednesday ,W604,Fantastic containers and how to tame them,Informatics,Informatics Other
4677,Wednesday ,W605,From reproducible to reusableâ€”lessons for neuroscience from data science,Informatics,Informatics Other
4679,Wednesday ,W606,SwipesForScience: An open source gamified citizen science framework for scalable data annotation,Informatics,Informatics Other
4847,Wednesday ,W607,The UK Biobank Data Parser: a tool with built in and customizable filters for brain studies,Informatics,Informatics Other
5052,Wednesday ,W608,"MNAP: Multimodal Neuroimaging Analysis Platform for Flexible, Extensible and Rapid Analyses",Informatics,Informatics Other
5112,Wednesday ,W609,Visbrain: A multi-purpose GPU-accelerated open-source suite for multimodal brain data visualization,Informatics,Informatics Other
1056,Wednesday ,W610,<i>MRtrix3_connectome</i>: A BIDS Application for quantitative structural connectome construction,Informatics,Workflows
1280,Wednesday ,W611,Development of Population-specific Brain Atlas with High-throughput High-performance Computing,Informatics,Workflows
1485,Wednesday ,W612,Neuroimaging PheWAS: a free cloud computing platform for big brain-wide imaging association studies,Informatics,Workflows
1596,Wednesday ,W613,Interactive Tool for Visual Quality Control of Cortical Parcellations,Informatics,Workflows
1659,Wednesday ,W614,Easier and More Accurate Quality Control Workflow for FreeSurfer Parcellations via VisualQC,Informatics,Workflows
1680,Wednesday ,W615,A FAIR Approach to Neuroimaging Analysis with Boutiques,Informatics,Workflows
1714,Wednesday ,W616,Multi-Scale Brain Parcellator: a BIDS App for the Lausanne Connectome Parcellation,Informatics,Workflows
2104,Wednesday ,W617,A computational pipeline for MRI-informed 3D histology of the human brain,Informatics,Workflows
2212,Wednesday ,W618,GiraffeTools: a web application for interactive data analysis,Informatics,Workflows
2222,Wednesday ,W619,New advances in the Clinica software platform for clinical neuroimaging studies,Informatics,Workflows
2878,Wednesday ,W620,Notizia dell'AFNI: Meet afni_proc.pyâ€“Your New Best Friend,Informatics,Workflows
2887,Wednesday ,W621,FitLins: Reproducible model estimation for fMRI,Informatics,Workflows
3078,Wednesday ,W622,Analysing Neuroimaging Experiments within the R environment for Statistical Computing and Graphics,Informatics,Workflows
3106,Wednesday ,W623,"Making network neuroscience more findable, accessible, interoperable, and reusable via brainlife.io",Informatics,Workflows
3177,Wednesday ,W624,"DMRIprep: a Robust, Scalable Preprocessing Pipeline for diffusion MRI",Informatics,Workflows
3242,Wednesday ,W625,A Layered Shader Framework for Simultaneous GPU-Based Compute and Visualization of Neuroimaging Data,Informatics,Workflows
3275,Wednesday ,W626,GRETNA 2.0.0 and BrainNet Viewer 1.63: Toolkits for Brain Network Analysis and Visualization,Informatics,Workflows
3322,Wednesday ,W627,Biomedical imaging ANAlysis iN Arcana (Banana): collaborative development of analysis workflows,Informatics,Workflows
3887,Wednesday ,W628,"LABâ€“QA2GO: A free, easy-to-use toolbox for the quality assessment of magnetic resonance imaging data",Informatics,Workflows
4136,Wednesday ,W629,Advancements in the CBRAIN platform through the integration of community-based tools and standards,Informatics,Workflows
4224,Wednesday ,W630,"White Matter Mapping on brainlife.io: A Findable, Accessible, Interoperable, Reusable Implementation",Informatics,Workflows
4321,Wednesday ,W631,ChRIS: An Opensource Containerized Service for Pipelining Clinical and Research Computation,Informatics,Workflows
4336,Wednesday ,W632,Understanding and mitigating the impact of preprocessing pipelines on neuroimaging analyses.,Informatics,Workflows
4411,Wednesday ,W633,Visualizations as Scaffolds for Expertise: Learning from fMRIPrep's Visual Reports,Informatics,Workflows
4422,Wednesday ,W634,FMRIflows: a consortium of fully automatic univariate and multivariate fMRI processing pipelines,Informatics,Workflows
4501,Wednesday ,W635,"Distributed, Reproducible and High-throughput Neuro-analytic Protocols and Services",Informatics,Workflows
4745,Wednesday ,W636,DPABISurf: A Surface-Based Resting-State fMRI Data Analysis Toolbox,Informatics,Workflows
4773,Wednesday ,W637,The ERICA toolbox for event-related independent component analysis,Informatics,Workflows
4961,Wednesday ,W638,NAMNIs: Neuromodulation And Multimodal NeuroImaging scripts,Informatics,Workflows
4027,Wednesday ,W639,Functional magnetic resonance imaging of implicit associative learning in spinocerebellar ataxia,Learning and Memory,Implicit Memory
4683,Wednesday ,W640,Event Related Potentials of cross-modal sensory predictions during task-irrelevant stimuli,Learning and Memory,Implicit Memory
1301,Wednesday ,W641,Get real: the orbitofrontal cortex mediates pre-teensâ€™ sense of reality.,Learning and Memory,Learning and Memory Other
2184,Wednesday ,W642,Effect of stress on the neural correlates of motor sequence memory acquisition and consolidation,Learning and Memory,Learning and Memory Other
2297,Wednesday ,W643,Shared Structure in Neural Activity during Learning and Test Predicts College Course Performance,Learning and Memory,Learning and Memory Other
2300,Wednesday ,W644,Examination of learning through feedback in MS,Learning and Memory,Learning and Memory Other
2438,Wednesday ,W645,Properties of Theta Rhythm in the Human Medial Temporal Lobe during Ambulatory Virtual Navigation,Learning and Memory,Learning and Memory Other
2444,Wednesday ,W646,The neural correlates underlying the fading affect bias,Learning and Memory,Learning and Memory Other
2550,Wednesday ,W647,Cerebellar involvement in prediction error processing - a 7T fMRI study on fear conditioning,Learning and Memory,Learning and Memory Other
3611,Wednesday ,W648,Identification of memory replay during sleep using EEG-based graph metrics,Learning and Memory,Learning and Memory Other
4624,Wednesday ,W649,Response to co-careldopa is mediated by co-careldopa induced change in reinforcement learning bias,Learning and Memory,Learning and Memory Other
4684,Wednesday ,W650,Brain Networks Underlying Sex and Pedagogy Differences in Physics Learning,Learning and Memory,Learning and Memory Other
4869,Wednesday ,W651,Within-subject fMRI analyses of the successful retrieval effect in recognition memory,Learning and Memory,Learning and Memory Other
5119,Wednesday ,W652,Effects of basic emotions and congruency on associative memory â€“ eye-tracking and fMRI study,Learning and Memory,Learning and Memory Other
1195,Wednesday ,W653,Enhancement of episodic autobiographical memory by bodily-self cues,Learning and Memory,Long-Term Memory (Episodic and Semantic)
1242,Wednesday ,W654,Model-based MRI reveals abstract concept representations in medial prefrontal cortex and hippocampus,Learning and Memory,Long-Term Memory (Episodic and Semantic)
1418,Wednesday ,W655,In search of my past: Effective connectivity during autobiographical memory search,Learning and Memory,Long-Term Memory (Episodic and Semantic)
1574,Wednesday ,W656,Anterior and posterior hippocampus connectivity with memory specificity and generalization regions,Learning and Memory,Long-Term Memory (Episodic and Semantic)
1603,Wednesday ,W657,The neural basis of the beneficial effects of recall before recognition,Learning and Memory,Long-Term Memory (Episodic and Semantic)
1773,Wednesday ,W658,Task-dependent recruitment of modality-specific and multimodal regions during conceptual processing,Learning and Memory,Long-Term Memory (Episodic and Semantic)
